Year,Week_Number,label,mean_return,volatility,mean_adj_close
2018,41,1,0.43628571428571433,3.1657778777779986,205.01714285714283
2018,42,1,-0.08442857142857144,0.3915294187085892,203.94714285714286
2018,43,0,-0.2715714285714286,1.6767949444443961,199.60714285714286
2018,44,1,0.8845714285714286,2.4632433130017057,212.43428571428572
2018,45,0,-2.729857142857143,4.333361606134873,191.4257142857143
2018,46,0,-5.6698571428571425,7.454012374298186,136.68428571428572
2018,47,1,0.7985714285714288,6.2453428744183155,115.22571428571429
2018,48,0,-3.4492857142857143,4.577589093044711,102.17428571428572
2018,49,0,-1.204142857142857,2.9604265699710366,88.80857142857143
2018,50,1,4.942857142857143,7.057067696727195,103.60714285714286
2018,51,1,2.8764285714285713,10.464291596617882,132.13857142857142
2018,52,0,-1.6535,4.224963017589622,136.615
2019,0,1,3.2428,5.221842462196652,151.046
2019,1,0,-2.835857142857143,5.471613669006352,141.82285714285715
2019,2,1,-0.020999999999999845,5.84231643557017,122.9742857142857
2019,3,0,-0.9348571428571429,1.722549895607423,117.58
2019,4,0,-0.7162857142857143,3.168278802666926,108.51571428571428
2019,5,1,1.2585714285714287,5.78053627434753,110.13
2019,6,1,0.47300000000000003,2.230196927029838,122.56857142857143
2019,7,1,3.767142857142857,4.451634285239951,146.94571428571427
2019,8,0,-2.2274285714285713,5.613310130310602,136.75571428571428
2019,9,1,0.4532857142857143,3.733147318920311,135.3942857142857
2019,10,1,0.47071428571428575,2.0585866279469283,136.01285714285714
2019,11,0,-0.41414285714285715,1.3884699526903022,138.94857142857143
2019,12,1,0.4108571428571429,2.026575965232279,138.9257142857143
2019,13,1,2.395,6.227463501833364,156.8957142857143
2019,14,1,-0.060428571428571345,3.831416616046118,171.8557142857143
2019,15,1,0.8152857142857143,2.721593694528123,169.32142857142858
2019,16,0,-1.268857142857143,3.0416809732214096,164.06285714285715
2019,17,1,0.5251428571428571,2.5894765512596964,161.36999999999998
2019,18,1,2.545142857142857,4.864857977665652,173.51142857142855
2019,19,1,3.001714285714286,8.087219190679528,227.2642857142857
2019,20,1,1.1204285714285713,5.093076570441578,251.46857142857144
2019,21,1,0.8181428571428572,3.814862620006625,267.21714285714285
2019,22,0,-1.0422857142857143,3.3988467511930036,251.05285714285716
2019,23,1,1.376857142857143,4.20813610476069,253.79571428571427
2019,24,1,2.0764285714285715,3.774395971858405,279.1485714285714
2019,25,1,0.6661428571428573,6.307725037036502,314.09857142857146
2019,26,0,-1.425142857142857,4.584366165879111,291.3014285714286
2019,27,0,-0.8168571428571428,4.975827114781067,290.32428571428574
2019,28,0,-1.9109999999999998,9.136314136455685,220.72142857142856
2019,29,0,-1.380857142857143,2.683104820201864,217.09
2019,30,1,1.019,1.6199313771473984,215.68571428571428
2019,31,0,-0.9987142857142857,3.254159835978441,221.06571428571428
2019,32,0,-1.426,4.628275848880805,197.47571428571428
2019,33,1,0.4874285714285715,3.802374383511039,194.05285714285714
2019,34,0,-1.426714285714286,3.0793870988821634,178.28571428571428
2019,35,1,0.5074285714285713,2.8539291545249714,175.4157142857143
2019,36,1,0.7821428571428571,1.644423447956905,181.60999999999999
2019,37,1,1.9965714285714284,2.8559716885351447,208.82142857142858
2019,38,0,-2.7439999999999998,6.872224045629867,181.21142857142857
2019,39,1,0.18100000000000005,2.928615941589701,176.70857142857145
2019,40,1,0.4199999999999998,3.807693396270241,183.51714285714283
2019,41,0,-0.6155714285714285,2.246878416614397,178.71714285714285
2019,42,1,0.6835714285714287,5.442549306380325,172.66857142857143
2019,43,1,0.3447142857142857,2.329118553894421,184.82857142857142
2019,44,1,0.09757142857142855,1.6822328274392595,186.70000000000002
2019,45,0,-0.11328571428571428,1.9913034018188283,185.7057142857143
2019,46,0,-2.4492857142857143,3.808842593854714,169.14142857142858
2019,47,1,-0.02771428571428571,3.507461224033024,150.12142857142857
2019,48,0,-0.35300000000000004,1.0081170566953026,148.8814285714286
2019,49,0,-0.5664285714285714,1.5189894510433417,146.11142857142858
2019,50,0,-1.4152857142857145,5.473582273498947,131.2757142857143
2019,51,1,0.03871428571428578,2.0180954482123084,128.34
2019,52,1,0.38633333333333325,4.023880879615266,132.33333333333334
